Num   y   M   d   h   min   s   ms      T_raw   T_C   Hum_raw   Hum_% 


11013   2022   12   20   11   10   51   755      6194   22.24   1478   48.68


11014   2022   12   20   11   10   52   156      6193   22.23   1478   48.68


11015   2022   12   20   11   10   52   557      6192   22.22   1478   48.68


11016   2022   12   20   11   10   52   958      6193   22.23   1477   48.65


11017   2022   12   20   11   10   53   359      6192   22.22   1477   48.65


11018   2022   12   20   11   10   53   760      6191   22.21   1476   48.62


11019   2022   12   20   11   10   54   161      6193   22.23   1477   48.65


11020   2022   12   20   11   10   54   562      6192   22.22   1477   48.65


11021   2022   12   20   11   10   54   964      6192   22.22   1478   48.68


11022   2022   12   20   11   10   55   366      6192   22.22   1476   48.62


11023   2022   12   20   11   10   55   767      6192   22.22   1477   48.65


11024   2022   12   20   11   10   56   169      6194   22.24   1477   48.65


11025   2022   12   20   11   10   56   571      6193   22.23   1476   48.62


11026   2022   12   20   11   10   56   572      6193   22.23   1476   48.62


11027   2022   12   20   11   10   56   973      6193   22.23   1476   48.62


11028   2022   12   20   11   10   57   375      6193   22.23   1476   48.62


11029   2022   12   20   11   10   57   776      6192   22.22   1476   48.62


11030   2022   12   20   11   10   58   177      6193   22.23   1476   48.62


11031   2022   12   20   11   10   58   578      6192   22.22   1476   48.62


11032   2022   12   20   11   10   58   980      6194   22.24   1476   48.62


11033   2022   12   20   11   10   59   381      6194   22.24   1476   48.62


11034   2022   12   20   11   10   59   782      6192   22.22   1476   48.62


11035   2022   12   20   11   11   0   183      6194   22.24   1476   48.62


11036   2022   12   20   11   11   0   584      6193   22.23   1476   48.62


11037   2022   12   20   11   11   0   985      6192   22.22   1476   48.62


11038   2022   12   20   11   11   1   386      6192   22.22   1476   48.62


11039   2022   12   20   11   11   1   787      6192   22.22   1476   48.62


11040   2022   12   20   11   11   2   187      6193   22.23   1476   48.62


11041   2022   12   20   11   11   2   188      6193   22.23   1476   48.62


11042   2022   12   20   11   11   2   588      6194   22.24   1476   48.62


11043   2022   12   20   11   11   2   989      6192   22.22   1476   48.62


11044   2022   12   20   11   11   3   389      6193   22.23   1476   48.62


11045   2022   12   20   11   11   3   790      6193   22.23   1476   48.62


11046   2022   12   20   11   11   4   191      6193   22.23   1476   48.62


11047   2022   12   20   11   11   4   592      6194   22.24   1476   48.62


11048   2022   12   20   11   11   4   993      6192   22.22   1476   48.62


11049   2022   12   20   11   11   5   393      6192   22.22   1476   48.62


11050   2022   12   20   11   11   5   794      6192   22.22   1475   48.59


11051   2022   12   20   11   11   6   195      6191   22.21   1476   48.62


11052   2022   12   20   11   11   6   596      6192   22.22   1475   48.59


11053   2022   12   20   11   11   6   997      6191   22.21   1475   48.59


11054   2022   12   20   11   11   7   397      6191   22.21   1476   48.62


11055   2022   12   20   11   11   7   798      6190   22.2   1475   48.59


11056   2022   12   20   11   11   7   798      6192   22.22   1476   48.62


11057   2022   12   20   11   11   8   199      6192   22.22   1475   48.59


11058   2022   12   20   11   11   8   600      6191   22.21   1475   48.59


11059   2022   12   20   11   11   9   1      6191   22.21   1475   48.59


11060   2022   12   20   11   11   9   402      6191   22.21   1475   48.59


11061   2022   12   20   11   11   9   803      6191   22.21   1475   48.59


11062   2022   12   20   11   11   10   204      6191   22.21   1475   48.59


11063   2022   12   20   11   11   10   605      6191   22.21   1476   48.62


11064   2022   12   20   11   11   11   6      6191   22.21   1475   48.59


11065   2022   12   20   11   11   11   407      6192   22.22   1476   48.62


11066   2022   12   20   11   11   11   808      6191   22.21   1475   48.59


11067   2022   12   20   11   11   12   209      6190   22.2   1476   48.62


11068   2022   12   20   11   11   12   610      6190   22.2   1476   48.62


11069   2022   12   20   11   11   13   10      6191   22.21   1476   48.62


11070   2022   12   20   11   11   13   411      6190   22.2   1476   48.62


11071   2022   12   20   11   11   13   412      6190   22.2   1476   48.62


11072   2022   12   20   11   11   13   813      6190   22.2   1476   48.62


11073   2022   12   20   11   11   14   213      6190   22.2   1476   48.62


11074   2022   12   20   11   11   14   614      6189   22.19   1476   48.62


11075   2022   12   20   11   11   15   15      6189   22.19   1477   48.65


11076   2022   12   20   11   11   15   416      6188   22.18   1477   48.65


11077   2022   12   20   11   11   15   818      6188   22.18   1477   48.65


11078   2022   12   20   11   11   16   219      6187   22.17   1477   48.65


11079   2022   12   20   11   11   16   621      6188   22.18   1478   48.68


11080   2022   12   20   11   11   17   22      6189   22.19   1478   48.68


11081   2022   12   20   11   11   17   423      6188   22.18   1478   48.68


11082   2022   12   20   11   11   17   824      6188   22.18   1478   48.68


11083   2022   12   20   11   11   18   226      6188   22.18   1478   48.68


11084   2022   12   20   11   11   18   627      6188   22.18   1478   48.68


11085   2022   12   20   11   11   19   28      6188   22.18   1478   48.68


11086   2022   12   20   11   11   19   429      6188   22.18   1478   48.68


11087   2022   12   20   11   11   19   430      6189   22.19   1478   48.68


11088   2022   12   20   11   11   19   831      6188   22.18   1479   48.71


11089   2022   12   20   11   11   20   232      6187   22.17   1479   48.71


11090   2022   12   20   11   11   20   633      6188   22.18   1478   48.68


11091   2022   12   20   11   11   21   34      6187   22.17   1478   48.68


11092   2022   12   20   11   11   21   435      6188   22.18   1479   48.71


11093   2022   12   20   11   11   21   836      6188   22.18   1478   48.68


11094   2022   12   20   11   11   22   238      6187   22.17   1479   48.71


11095   2022   12   20   11   11   22   639      6188   22.18   1480   48.75


11096   2022   12   20   11   11   23   40      6187   22.17   1479   48.71


11097   2022   12   20   11   11   23   441      6187   22.17   1479   48.71


11098   2022   12   20   11   11   23   843      6187   22.17   1480   48.75


11099   2022   12   20   11   11   24   244      6187   22.17   1480   48.75


11100   2022   12   20   11   11   24   645      6187   22.17   1479   48.71


11101   2022   12   20   11   11   25   47      6188   22.18   1479   48.71


11102   2022   12   20   11   11   25   47      6187   22.17   1479   48.71


11103   2022   12   20   11   11   25   449      6187   22.17   1479   48.71


11104   2022   12   20   11   11   25   850      6187   22.17   1479   48.71


11105   2022   12   20   11   11   26   251      6187   22.17   1480   48.75


11106   2022   12   20   11   11   26   652      6188   22.18   1480   48.75


11107   2022   12   20   11   11   27   53      6187   22.17   1480   48.75


11108   2022   12   20   11   11   27   455      6186   22.16   1480   48.75


11109   2022   12   20   11   11   27   856      6187   22.17   1479   48.71


11110   2022   12   20   11   11   28   258      6186   22.16   1479   48.71


11111   2022   12   20   11   11   28   659      6187   22.17   1479   48.71


11112   2022   12   20   11   11   29   61      6188   22.18   1479   48.71


11113   2022   12   20   11   11   29   462      6187   22.17   1479   48.71


11114   2022   12   20   11   11   29   864      6186   22.16   1479   48.71


11115   2022   12   20   11   11   30   265      6188   22.18   1480   48.75


11116   2022   12   20   11   11   30   667      6188   22.18   1479   48.71


11117   2022   12   20   11   11   30   667      6188   22.18   1480   48.75


11118   2022   12   20   11   11   31   68      6186   22.16   1479   48.71


11119   2022   12   20   11   11   31   469      6186   22.16   1479   48.71


11120   2022   12   20   11   11   31   871      6186   22.16   1479   48.71


11121   2022   12   20   11   11   32   272      6186   22.16   1480   48.75


11122   2022   12   20   11   11   32   674      6186   22.16   1480   48.75


11123   2022   12   20   11   11   33   75      6186   22.16   1479   48.71


11124   2022   12   20   11   11   33   476      6186   22.16   1479   48.71


11125   2022   12   20   11   11   33   878      6186   22.16   1479   48.71


11126   2022   12   20   11   11   34   279      6186   22.16   1480   48.75


11127   2022   12   20   11   11   34   680      6186   22.16   1479   48.71


11128   2022   12   20   11   11   35   82      6186   22.16   1480   48.75


11129   2022   12   20   11   11   35   483      6186   22.16   1479   48.71


11130   2022   12   20   11   11   35   884      6186   22.16   1480   48.75


11131   2022   12   20   11   11   35   884      6187   22.17   1480   48.75


11132   2022   12   20   11   11   36   286      6187   22.17   1480   48.75


11133   2022   12   20   11   11   36   687      6187   22.17   1479   48.71


11134   2022   12   20   11   11   37   88      6187   22.17   1480   48.75


11135   2022   12   20   11   11   37   489      6187   22.17   1480   48.75


11136   2022   12   20   11   11   37   890      6187   22.17   1480   48.75


11137   2022   12   20   11   11   38   292      6186   22.16   1480   48.75


11138   2022   12   20   11   11   38   693      6186   22.16   1480   48.75


11139   2022   12   20   11   11   39   95      6187   22.17   1481   48.78


11140   2022   12   20   11   11   39   496      6187   22.17   1481   48.78


11141   2022   12   20   11   11   39   898      6188   22.18   1481   48.78


11142   2022   12   20   11   11   40   299      6187   22.17   1481   48.78


11143   2022   12   20   11   11   40   700      6187   22.17   1482   48.81


11144   2022   12   20   11   11   41   102      6187   22.17   1482   48.81


11145   2022   12   20   11   11   41   503      6188   22.18   1482   48.81


11146   2022   12   20   11   11   41   503      6187   22.17   1482   48.81


11147   2022   12   20   11   11   41   905      6188   22.18   1482   48.81


11148   2022   12   20   11   11   42   306      6187   22.17   1482   48.81


11149   2022   12   20   11   11   42   707      6188   22.18   1482   48.81


11150   2022   12   20   11   11   43   109      6187   22.17   1482   48.81


11151   2022   12   20   11   11   43   511      6188   22.18   1482   48.81


11152   2022   12   20   11   11   43   912      6188   22.18   1482   48.81


11153   2022   12   20   11   11   44   313      6188   22.18   1482   48.81


11154   2022   12   20   11   11   44   714      6187   22.17   1481   48.78


11155   2022   12   20   11   11   45   116      6188   22.18   1482   48.81


11156   2022   12   20   11   11   45   517      6188   22.18   1481   48.78


11157   2022   12   20   11   11   45   919      6188   22.18   1481   48.78


11158   2022   12   20   11   11   46   320      6187   22.17   1480   48.75


11159   2022   12   20   11   11   46   721      6188   22.18   1480   48.75


11160   2022   12   20   11   11   47   122      6188   22.18   1480   48.75


11161   2022   12   20   11   11   47   123      6186   22.16   1480   48.75


11162   2022   12   20   11   11   47   524      6187   22.17   1480   48.75


11163   2022   12   20   11   11   47   926      6187   22.17   1480   48.75


11164   2022   12   20   11   11   48   327      6186   22.16   1480   48.75


11165   2022   12   20   11   11   48   728      6186   22.16   1480   48.75


11166   2022   12   20   11   11   49   130      6186   22.16   1480   48.75


11167   2022   12   20   11   11   49   531      6186   22.16   1480   48.75


11168   2022   12   20   11   11   49   932      6185   22.15   1480   48.75


11169   2022   12   20   11   11   50   334      6186   22.16   1480   48.75


11170   2022   12   20   11   11   50   735      6186   22.16   1480   48.75


11171   2022   12   20   11   11   51   136      6185   22.15   1481   48.78


11172   2022   12   20   11   11   51   537      6186   22.16   1480   48.75


11173   2022   12   20   11   11   51   938      6186   22.16   1480   48.75


11174   2022   12   20   11   11   52   339      6186   22.16   1481   48.78


11175   2022   12   20   11   11   52   739      6186   22.16   1480   48.75


11176   2022   12   20   11   11   53   140      6187   22.17   1480   48.75


11177   2022   12   20   11   11   53   141      6187   22.17   1481   48.78


11178   2022   12   20   11   11   53   541      6186   22.16   1481   48.78


11179   2022   12   20   11   11   53   942      6187   22.17   1481   48.78


11180   2022   12   20   11   11   54   343      6187   22.17   1481   48.78


11181   2022   12   20   11   11   54   744      6186   22.16   1481   48.78


11182   2022   12   20   11   11   55   145      6188   22.18   1481   48.78


11183   2022   12   20   11   11   55   546      6188   22.18   1481   48.78


11184   2022   12   20   11   11   55   947      6186   22.16   1481   48.78


11185   2022   12   20   11   11   56   347      6186   22.16   1481   48.78


11186   2022   12   20   11   11   56   748      6186   22.16   1481   48.78


11187   2022   12   20   11   11   57   149      6187   22.17   1481   48.78


11188   2022   12   20   11   11   57   550      6186   22.16   1481   48.78


11189   2022   12   20   11   11   57   951      6186   22.16   1482   48.81


11190   2022   12   20   11   11   58   352      6187   22.17   1482   48.81


11191   2022   12   20   11   11   58   753      6187   22.17   1482   48.81


11192   2022   12   20   11   11   58   754      6186   22.16   1482   48.81


11193   2022   12   20   11   11   59   155      6186   22.16   1482   48.81


11194   2022   12   20   11   11   59   557      6186   22.16   1482   48.81


11195   2022   12   20   11   11   59   958      6186   22.16   1482   48.81


11196   2022   12   20   11   12   0   359      6185   22.15   1482   48.81


11197   2022   12   20   11   12   0   760      6185   22.15   1482   48.81


11198   2022   12   20   11   12   1   161      6186   22.16   1482   48.81


11199   2022   12   20   11   12   1   562      6186   22.16   1482   48.81


11200   2022   12   20   11   12   1   962      6186   22.16   1482   48.81


11201   2022   12   20   11   12   2   363      6186   22.16   1482   48.81


11202   2022   12   20   11   12   2   764      6185   22.15   1482   48.81


11203   2022   12   20   11   12   3   165      6184   22.14   1482   48.81


11204   2022   12   20   11   12   3   566      6185   22.15   1483   48.84


11205   2022   12   20   11   12   3   967      6185   22.15   1483   48.84


11206   2022   12   20   11   12   4   368      6184   22.14   1483   48.84


11207   2022   12   20   11   12   4   368      6184   22.14   1483   48.84


11208   2022   12   20   11   12   4   769      6185   22.15   1483   48.84


11209   2022   12   20   11   12   5   170      6185   22.15   1483   48.84


11210   2022   12   20   11   12   5   571      6185   22.15   1483   48.84


11211   2022   12   20   11   12   5   971      6184   22.14   1483   48.84


11212   2022   12   20   11   12   6   372      6184   22.14   1483   48.84


11213   2022   12   20   11   12   6   773      6185   22.15   1483   48.84


11214   2022   12   20   11   12   7   174      6184   22.14   1483   48.84


11215   2022   12   20   11   12   7   575      6183   22.13   1483   48.84


11216   2022   12   20   11   12   7   976      6185   22.15   1483   48.84


11217   2022   12   20   11   12   8   376      6184   22.14   1484   48.87


11218   2022   12   20   11   12   8   777      6185   22.15   1484   48.87


11219   2022   12   20   11   12   9   178      6185   22.15   1484   48.87


11220   2022   12   20   11   12   9   579      6186   22.16   1484   48.87


11221   2022   12   20   11   12   9   980      6185   22.15   1484   48.87


11222   2022   12   20   11   12   9   980      6184   22.14   1484   48.87


11223   2022   12   20   11   12   10   381      6185   22.15   1484   48.87


11224   2022   12   20   11   12   10   782      6185   22.15   1484   48.87


11225   2022   12   20   11   12   11   183      6185   22.15   1484   48.87


11226   2022   12   20   11   12   11   584      6184   22.14   1484   48.87


11227   2022   12   20   11   12   11   985      6184   22.14   1484   48.87


11228   2022   12   20   11   12   12   386      6184   22.14   1484   48.87


11229   2022   12   20   11   12   12   787      6186   22.16   1484   48.87


11230   2022   12   20   11   12   13   187      6186   22.16   1484   48.87


11231   2022   12   20   11   12   13   588      6185   22.15   1484   48.87


11232   2022   12   20   11   12   13   990      6186   22.16   1484   48.87


11233   2022   12   20   11   12   14   392      6186   22.16   1484   48.87


11234   2022   12   20   11   12   14   793      6185   22.15   1484   48.87


11235   2022   12   20   11   12   15   194      6186   22.16   1484   48.87


11236   2022   12   20   11   12   15   596      6186   22.16   1484   48.87


11237   2022   12   20   11   12   15   596      6186   22.16   1485   48.91


11238   2022   12   20   11   12   15   997      6187   22.17   1484   48.87


11239   2022   12   20   11   12   16   399      6186   22.16   1485   48.91


11240   2022   12   20   11   12   16   800      6187   22.17   1484   48.87


11241   2022   12   20   11   12   17   201      6186   22.16   1484   48.87


11242   2022   12   20   11   12   17   602      6188   22.18   1485   48.91


11243   2022   12   20   11   12   18   3      6187   22.17   1485   48.91


11244   2022   12   20   11   12   18   404      6187   22.17   1485   48.91


11245   2022   12   20   11   12   18   805      6188   22.18   1485   48.91


11246   2022   12   20   11   12   19   206      6187   22.17   1485   48.91


11247   2022   12   20   11   12   19   607      6188   22.18   1484   48.87


11248   2022   12   20   11   12   20   8      6188   22.18   1485   48.91


11249   2022   12   20   11   12   20   409      6188   22.18   1484   48.87


11250   2022   12   20   11   12   20   810      6188   22.18   1484   48.87


11251   2022   12   20   11   12   21   211      6188   22.18   1484   48.87


11252   2022   12   20   11   12   21   211      6188   22.18   1484   48.87


11253   2022   12   20   11   12   21   612      6187   22.17   1484   48.87


11254   2022   12   20   11   12   22   14      6189   22.19   1484   48.87


11255   2022   12   20   11   12   22   415      6188   22.18   1484   48.87


11256   2022   12   20   11   12   22   816      6187   22.17   1484   48.87


11257   2022   12   20   11   12   23   217      6188   22.18   1484   48.87


11258   2022   12   20   11   12   23   619      6189   22.19   1484   48.87


11259   2022   12   20   11   12   24   20      6189   22.19   1483   48.84


11260   2022   12   20   11   12   24   421      6189   22.19   1483   48.84


11261   2022   12   20   11   12   24   822      6189   22.19   1482   48.81


11262   2022   12   20   11   12   25   224      6188   22.18   1482   48.81


11263   2022   12   20   11   12   25   625      6189   22.19   1482   48.81


11264   2022   12   20   11   12   26   26      6189   22.19   1481   48.78


11265   2022   12   20   11   12   26   427      6189   22.19   1481   48.78


11266   2022   12   20   11   12   26   828      6189   22.19   1482   48.81


11267   2022   12   20   11   12   26   828      6188   22.18   1481   48.78


11268   2022   12   20   11   12   27   229      6190   22.2   1480   48.75


11269   2022   12   20   11   12   27   631      6189   22.19   1480   48.75


11270   2022   12   20   11   12   28   32      6189   22.19   1480   48.75


11271   2022   12   20   11   12   28   433      6190   22.2   1480   48.75


11272   2022   12   20   11   12   28   834      6189   22.19   1480   48.75


11273   2022   12   20   11   12   29   235      6188   22.18   1480   48.75


11274   2022   12   20   11   12   29   636      6190   22.2   1480   48.75


11275   2022   12   20   11   12   30   37      6190   22.2   1479   48.71


11276   2022   12   20   11   12   30   439      6190   22.2   1479   48.71


11277   2022   12   20   11   12   30   840      6190   22.2   1479   48.71


11278   2022   12   20   11   12   31   241      6189   22.19   1479   48.71


11279   2022   12   20   11   12   31   642      6190   22.2   1478   48.68


11280   2022   12   20   11   12   32   43      6189   22.19   1479   48.71


11281   2022   12   20   11   12   32   444      6189   22.19   1479   48.71


11282   2022   12   20   11   12   32   444      6188   22.18   1479   48.71


11283   2022   12   20   11   12   32   845      6188   22.18   1479   48.71


11284   2022   12   20   11   12   33   246      6188   22.18   1479   48.71


11285   2022   12   20   11   12   33   647      6189   22.19   1480   48.75


11286   2022   12   20   11   12   34   48      6188   22.18   1479   48.71


11287   2022   12   20   11   12   34   449      6188   22.18   1479   48.71


11288   2022   12   20   11   12   34   850      6189   22.19   1480   48.75


11289   2022   12   20   11   12   35   250      6189   22.19   1479   48.71


11290   2022   12   20   11   12   35   652      6188   22.18   1480   48.75


11291   2022   12   20   11   12   36   52      6187   22.17   1480   48.75


11292   2022   12   20   11   12   36   453      6187   22.17   1479   48.71


11293   2022   12   20   11   12   36   854      6188   22.18   1480   48.75


11294   2022   12   20   11   12   37   255      6188   22.18   1480   48.75


11295   2022   12   20   11   12   37   656      6189   22.19   1480   48.75


11296   2022   12   20   11   12   38   57      6188   22.18   1480   48.75


11297   2022   12   20   11   12   38   57      6188   22.18   1480   48.75


11298   2022   12   20   11   12   38   458      6188   22.18   1480   48.75


11299   2022   12   20   11   12   38   859      6187   22.17   1480   48.75


11300   2022   12   20   11   12   39   259      6189   22.19   1480   48.75


11301   2022   12   20   11   12   39   660      6188   22.18   1480   48.75


11302   2022   12   20   11   12   40   61      6188   22.18   1480   48.75


11303   2022   12   20   11   12   40   462      6188   22.18   1480   48.75


11304   2022   12   20   11   12   40   864      6189   22.19   1481   48.78


11305   2022   12   20   11   12   41   264      6190   22.2   1481   48.78


11306   2022   12   20   11   12   41   665      6188   22.18   1481   48.78


11307   2022   12   20   11   12   42   66      6189   22.19   1481   48.78


11308   2022   12   20   11   12   42   467      6190   22.2   1481   48.78


11309   2022   12   20   11   12   42   868      6189   22.19   1481   48.78


11310   2022   12   20   11   12   43   269      6188   22.18   1481   48.78


11311   2022   12   20   11   12   43   670      6188   22.18   1481   48.78


11312   2022   12   20   11   12   44   72      6188   22.18   1481   48.78


11313   2022   12   20   11   12   44   72      6188   22.18   1480   48.75


11314   2022   12   20   11   12   44   473      6188   22.18   1480   48.75


11315   2022   12   20   11   12   44   874      6188   22.18   1480   48.75


11316   2022   12   20   11   12   45   275      6188   22.18   1480   48.75


11317   2022   12   20   11   12   45   676      6188   22.18   1480   48.75


11318   2022   12   20   11   12   46   77      6188   22.18   1480   48.75


11319   2022   12   20   11   12   46   478      6188   22.18   1480   48.75


11320   2022   12   20   11   12   46   879      6187   22.17   1480   48.75


11321   2022   12   20   11   12   47   280      6189   22.19   1480   48.75


11322   2022   12   20   11   12   47   681      6188   22.18   1480   48.75


11323   2022   12   20   11   12   48   82      6188   22.18   1480   48.75


11324   2022   12   20   11   12   48   483      6190   22.2   1481   48.78


11325   2022   12   20   11   12   48   884      6189   22.19   1481   48.78


11326   2022   12   20   11   12   49   285      6190   22.2   1480   48.75


11327   2022   12   20   11   12   49   686      6191   22.21   1480   48.75


11328   2022   12   20   11   12   49   686      6190   22.2   1480   48.75


11329   2022   12   20   11   12   50   87      6191   22.21   1480   48.75


11330   2022   12   20   11   12   50   489      6190   22.2   1480   48.75


11331   2022   12   20   11   12   50   889      6192   22.22   1480   48.75


11332   2022   12   20   11   12   51   290      6191   22.21   1480   48.75


11333   2022   12   20   11   12   51   691      6192   22.22   1481   48.78


11334   2022   12   20   11   12   52   92      6191   22.21   1481   48.78


11335   2022   12   20   11   12   52   493      6192   22.22   1481   48.78


11336   2022   12   20   11   12   52   894      6192   22.22   1481   48.78


11337   2022   12   20   11   12   53   295      6191   22.21   1482   48.81


11338   2022   12   20   11   12   53   696      6192   22.22   1481   48.78


11339   2022   12   20   11   12   54   96      6192   22.22   1481   48.78


11340   2022   12   20   11   12   54   498      6192   22.22   1481   48.78


11341   2022   12   20   11   12   54   899      6192   22.22   1481   48.78


11342   2022   12   20   11   12   55   300      6192   22.22   1480   48.75


11343   2022   12   20   11   12   55   300      6192   22.22   1480   48.75


11344   2022   12   20   11   12   55   701      6192   22.22   1480   48.75


11345   2022   12   20   11   12   56   103      6192   22.22   1480   48.75


11346   2022   12   20   11   12   56   504      6192   22.22   1479   48.71


11347   2022   12   20   11   12   56   905      6193   22.23   1479   48.71


11348   2022   12   20   11   12   57   305      6192   22.22   1480   48.75


11349   2022   12   20   11   12   57   706      6192   22.22   1479   48.71


11350   2022   12   20   11   12   58   108      6192   22.22   1479   48.71


11351   2022   12   20   11   12   58   509      6192   22.22   1479   48.71


11352   2022   12   20   11   12   58   910      6191   22.21   1478   48.68


11353   2022   12   20   11   12   59   310      6191   22.21   1478   48.68


11354   2022   12   20   11   12   59   711      6191   22.21   1478   48.68


11355   2022   12   20   11   13   0   112      6192   22.22   1478   48.68


11356   2022   12   20   11   13   0   513      6192   22.22   1478   48.68


11357   2022   12   20   11   13   0   914      6193   22.23   1478   48.68


11358   2022   12   20   11   13   0   914      6193   22.23   1478   48.68


11359   2022   12   20   11   13   1   315      6193   22.23   1478   48.68


11360   2022   12   20   11   13   1   715      6193   22.23   1478   48.68


11361   2022   12   20   11   13   2   116      6193   22.23   1477   48.65


11362   2022   12   20   11   13   2   517      6193   22.23   1477   48.65


11363   2022   12   20   11   13   2   918      6193   22.23   1477   48.65


11364   2022   12   20   11   13   3   318      6192   22.22   1477   48.65


11365   2022   12   20   11   13   3   719      6193   22.23   1477   48.65


11366   2022   12   20   11   13   4   120      6193   22.23   1477   48.65


11367   2022   12   20   11   13   4   520      6193   22.23   1477   48.65


11368   2022   12   20   11   13   4   921      6193   22.23   1478   48.68


11369   2022   12   20   11   13   5   322      6193   22.23   1477   48.65


11370   2022   12   20   11   13   5   723      6192   22.22   1477   48.65


11371   2022   12   20   11   13   6   124      6192   22.22   1478   48.68


11372   2022   12   20   11   13   6   524      6192   22.22   1478   48.68


11373   2022   12   20   11   13   6   525      6191   22.21   1477   48.65


11374   2022   12   20   11   13   6   926      6192   22.22   1477   48.65


11375   2022   12   20   11   13   7   327      6192   22.22   1478   48.68


11376   2022   12   20   11   13   7   728      6192   22.22   1478   48.68


11377   2022   12   20   11   13   8   129      6192   22.22   1478   48.68


11378   2022   12   20   11   13   8   530      6191   22.21   1478   48.68


11379   2022   12   20   11   13   8   931      6193   22.23   1478   48.68


11380   2022   12   20   11   13   9   332      6192   22.22   1478   48.68


11381   2022   12   20   11   13   9   733      6192   22.22   1478   48.68


11382   2022   12   20   11   13   10   134      6192   22.22   1478   48.68


11383   2022   12   20   11   13   10   535      6193   22.23   1478   48.68


11384   2022   12   20   11   13   10   936      6192   22.22   1478   48.68


11385   2022   12   20   11   13   11   336      6192   22.22   1478   48.68


11386   2022   12   20   11   13   11   737      6192   22.22   1478   48.68


11387   2022   12   20   11   13   12   138      6192   22.22   1478   48.68


11388   2022   12   20   11   13   12   138      6192   22.22   1478   48.68


11389   2022   12   20   11   13   12   539      6191   22.21   1478   48.68


11390   2022   12   20   11   13   12   940      6193   22.23   1478   48.68


11391   2022   12   20   11   13   13   341      6192   22.22   1478   48.68


11392   2022   12   20   11   13   13   742      6193   22.23   1478   48.68


11393   2022   12   20   11   13   14   143      6192   22.22   1478   48.68


11394   2022   12   20   11   13   14   544      6193   22.23   1478   48.68


11395   2022   12   20   11   13   14   944      6193   22.23   1478   48.68


11396   2022   12   20   11   13   15   345      6192   22.22   1478   48.68


11397   2022   12   20   11   13   15   746      6192   22.22   1478   48.68


11398   2022   12   20   11   13   16   148      6191   22.21   1478   48.68


11399   2022   12   20   11   13   16   549      6191   22.21   1477   48.65


11400   2022   12   20   11   13   16   950      6192   22.22   1476   48.62


11401   2022   12   20   11   13   17   352      6191   22.21   1476   48.62


11402   2022   12   20   11   13   17   753      6191   22.21   1476   48.62


11403   2022   12   20   11   13   18   154      6191   22.21   1476   48.62


11404   2022   12   20   11   13   18   155      6190   22.2   1476   48.62


11405   2022   12   20   11   13   18   556      6191   22.21   1476   48.62


11406   2022   12   20   11   13   18   957      6190   22.2   1476   48.62


11407   2022   12   20   11   13   19   359      6191   22.21   1476   48.62


11408   2022   12   20   11   13   19   760      6190   22.2   1476   48.62


11409   2022   12   20   11   13   20   161      6190   22.2   1476   48.62


11410   2022   12   20   11   13   20   562      6191   22.21   1476   48.62


11411   2022   12   20   11   13   20   964      6191   22.21   1476   48.62


11412   2022   12   20   11   13   21   365      6190   22.2   1476   48.62


11413   2022   12   20   11   13   21   766      6190   22.2   1477   48.65


11414   2022   12   20   11   13   22   167      6190   22.2   1476   48.62


11415   2022   12   20   11   13   22   568      6190   22.2   1477   48.65


11416   2022   12   20   11   13   22   969      6191   22.21   1477   48.65


11417   2022   12   20   11   13   23   370      6189   22.19   1477   48.65


11418   2022   12   20   11   13   23   772      6191   22.21   1478   48.68


11419   2022   12   20   11   13   23   772      6189   22.19   1477   48.65


11420   2022   12   20   11   13   24   173      6190   22.2   1477   48.65


11421   2022   12   20   11   13   24   574      6190   22.2   1478   48.68


11422   2022   12   20   11   13   24   975      6191   22.21   1477   48.65


